		Acinetobacter baumannii	Yarrowia lipolytica	Human betaherpesvirus 7	Paracoccus pantotrophus	Acinetobacter tandoii	Zymoseptoria tritici	Methanobrevibacter_A smithii_A	Fusobacterium nucleatum	Gemella morbillorum	Thermothelomyces thermophilus	Candidatus Methanomethylophilus alvus	Lachnoanaerobaculum umeaense	Streptococcus mutans	Streptococcus constellatus
D13231	Part of the ABC transporter complex CysAWTP involved in sulfate thiosulfate import. Responsible for energy coupling to the transport system	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D12989	"Orn Lys Arg decarboxylase, major domain protein"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D12855	O-antigen ligase like membrane protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D12782	Nucleoside recognition	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D12633	Nitrite reductase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D12625	Nitrilase cyanide hydratase and apolipoprotein N-acyltransferase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D12542	"NfeD-like C-terminal, partner-binding"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D12314	Na+/H+ antiporter family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D12022	molybdopterin-guanine dinucleotide biosynthesis protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D11638	metal-binding protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D11528	Mediates influx of magnesium ions	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D11508	MazG nucleotide pyrophosphohydrolase domain	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D11062	LexA DNA binding domain	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D10906	KilA-N	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D10868	KaiC	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D10804	Isopentenyl-diphosphate delta-isomerase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D10619	Involved in the anomeric conversion of L-rhamnose	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D10349	Imidazolone-5-propionate hydrolase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D10145	HTH domain	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D9843	Hemerythrin HHE cation binding domain	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D9761	heavy metal translocating P-type ATPase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D9596	GTPase activity	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D9572	GTP cyclohydrolase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D9424	glycosyl transferase family 2	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D9176	Glycerate kinase family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D8841	"Functions in the N-end rule pathway of protein degradation where it conjugates Leu, Phe and, less efficiently, Met from aminoacyl-tRNAs to the N-termini of proteins containing an N-terminal arginine or lysine"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D8835	Functions as a peptidoglycan terminase that cleaves nascent peptidoglycan strands endolytically to terminate their elongation	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D8691	folic acid synthesis protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D8468	FeS assembly ATPase SufC	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D8344	Family 5	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D8087	Epimerase dehydratase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D7973	elongation factor Tu domain 2 protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D7885	"ECF transporter, substrate-specific component"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D7790	dTDP biosynthetic process	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D7257	Domain of unknown function (DUF1939)	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D7022	DNA recombination-mediator protein A	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D6770	dihydropteroate synthase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D6713	Diaminopropionate ammonia-lyase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D6619	Dehydrogenase E1 component	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D6599	DegV family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D6483	D-aminoacyl-tRNA deacylase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D6279	Cyclic nucleotide-binding domain protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D6128	CorA-like Mg2+ transporter protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D6082	Converts the free carboxyl group of a malonyl-thioester to its methyl ester by transfer of a methyl group from S-adenosyl- L-methionine (SAM). It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D6079	Converts seryl-tRNA(Sec) to selenocysteinyl-tRNA(Sec) required for selenoprotein biosynthesis	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D6061	"Converts 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1- carboxylate (SHCHC) to 2-succinylbenzoate (OSB)"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5992	"Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5713	COG3654 Prophage maintenance system killer protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5658	COG3209 Rhs family protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5514	COG1846 Transcriptional regulators	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5455	COG1502 Phosphatidylserine phosphatidylglycerophosphate cardiolipi n synthases and related enzymes	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5415	COG1301 Na H -dicarboxylate	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5411	COG1292 Choline-glycine betaine transporter	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5399	COG1239 Mg-chelatase subunit ChlI	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5214	COG0639 Diadenosine tetraphosphatase and related serine threonine protein phosphatases	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5180	COG0557 Exoribonuclease R	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D5134	COG0457 FOG TPR repeat	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D4902	COG NOG26135 non supervised orthologous group	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D3903	Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D3565	"Catalyzes the formation of N(4)-acetylcytidine (ac(4)C) at the wobble position of tRNA(Met), by using acetyl-CoA as an acetyl donor and ATP (or GTP)"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D3512	"Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D3502	"Catalyzes the decarboxylative condensation of pimeloyl- acyl-carrier protein and L-alanine to produce 8-amino-7- oxononanoate (AON), acyl-carrier protein , and carbon dioxide"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D3453	"Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D3442	"Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D3404	"Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D3207	"Carbamoyl-phosphate synthetase large chain, oligomerisation"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D3116	Cache domain	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2963	biosynthesis protein ThiH	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2723	Belongs to the UPF0271 (lamB) family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2714	Belongs to the UPF0246 family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2702	Belongs to the UPF0200 family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2575	Belongs to the pyridoxine kinase family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2504	Belongs to the P-Pant transferase superfamily	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2489	Belongs to the nitrite and sulfite reductase 4Fe-4S domain family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2458	Belongs to the MIP aquaporin (TC 1.A.8) family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2390	Belongs to the GTP cyclohydrolase I type 2 NIF3 family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2374	Belongs to the glycosyl hydrolase 57 family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2210	Belongs to the bacterial solute-binding protein 9 family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2199	Belongs to the bacterial ribosomal protein bL28 family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D2179	Belongs to the ArsC family	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
