	Comparison	Taxa	Method	Group	LDA	P.unadj	P.adj	Significance
d_Bacteria|p_Bacteroidetes|c_NA|o_Bacteroidetes Order II. Incertae sedis|f_Rhodothermaceae|g_Rhodocaloribacter	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_NA|o_Bacteroidetes Order II. Incertae sedis|f_Rhodothermaceae|g_Rhodocaloribacter	LEfSe	1	0.715512375	0.007912656	0.007912656	**
d_Fungi|p_Ascomycota|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Saccharomyces|s_Saccharomyces eubayanus	1 - 2 - 3 - 4	d_Fungi|p_Ascomycota|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Saccharomyces|s_Saccharomyces eubayanus	LEfSe	1	0.715395851	3.53E-08	3.53E-08	***
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Arcobacteraceae|g_Arcobacter|s_Arcobacter nitrofigilis	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Arcobacteraceae|g_Arcobacter|s_Arcobacter nitrofigilis	LEfSe	1	0.715146325	3.70E-05	3.70E-05	***
d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. MEBOG06	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. MEBOG06	LEfSe	1	0.715074373	3.18E-05	3.18E-05	***
d_Bacteria|p_Spirochaetes|c_Spirochaetia|o_Spirochaetales|f_Treponemataceae|g_Treponema|s_Treponema azotonutricium	1 - 2 - 3 - 4	d_Bacteria|p_Spirochaetes|c_Spirochaetia|o_Spirochaetales|f_Treponemataceae|g_Treponema|s_Treponema azotonutricium	LEfSe	1	0.714733577	4.50E-09	4.50E-09	***
d_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Marinitoga	1 - 2 - 3 - 4	d_Bacteria|p_Thermotogae|c_Thermotogae|o_Petrotogales|f_Petrotogaceae|g_Marinitoga	LEfSe	1	0.714015592	2.17E-06	2.17E-06	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Vibrionales|f_Vibrionaceae|g_Vibrio|s_Vibrio mediterranei	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Vibrionales|f_Vibrionaceae|g_Vibrio|s_Vibrio mediterranei	LEfSe	1	0.713840481	5.08E-07	5.08E-07	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus azoreducens	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus azoreducens	LEfSe	3	0.713798311	1.08E-07	1.08E-07	***
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Sporomusaceae|g_Methylomusa	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Sporomusaceae|g_Methylomusa	LEfSe	3	0.713691242	5.29E-15	5.29E-15	***
d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Flavobacteriaceae|g_Psychroflexus	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Flavobacteriaceae|g_Psychroflexus	LEfSe	1	0.713243348	6.46E-07	6.46E-07	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Halobacillus|s_Halobacillus halophilus	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Halobacillus|s_Halobacillus halophilus	LEfSe	3	0.71305692	5.30E-10	5.30E-10	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Lentibacillus|s_Lentibacillus amyloliquefaciens	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Lentibacillus|s_Lentibacillus amyloliquefaciens	LEfSe	1	0.712748784	2.98E-08	2.98E-08	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Streptosporangiales|f_Streptosporangiaceae|g_Nonomuraea|s_Nonomuraea sp. ATCC 55076	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Streptosporangiales|f_Streptosporangiaceae|g_Nonomuraea|s_Nonomuraea sp. ATCC 55076	LEfSe	1	0.712629519	5.20E-07	5.20E-07	***
d_Bacteria|p_Firmicutes|c_Clostridia|o_Eubacteriales|f_Clostridiales Family XVI. Incertae Sedis|g_Carboxydocella|s_Carboxydocella thermautotrophica	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Clostridia|o_Eubacteriales|f_Clostridiales Family XVI. Incertae Sedis|g_Carboxydocella|s_Carboxydocella thermautotrophica	LEfSe	3	0.712612579	1.81E-13	1.81E-13	***
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Syntrophobacterales|f_Syntrophobacteraceae|g_Syntrophobacter|s_Syntrophobacter fumaroxidans	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Syntrophobacterales|f_Syntrophobacteraceae|g_Syntrophobacter|s_Syntrophobacter fumaroxidans	LEfSe	1	0.712512753	1.92E-09	1.92E-09	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus macerans	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus macerans	LEfSe	3	0.712438289	5.40E-09	5.40E-09	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Loigolactobacillus|s_Loigolactobacillus bifermentans	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Loigolactobacillus|s_Loigolactobacillus bifermentans	LEfSe	1	0.712006952	3.71E-09	3.71E-09	***
d_Bacteria|p_Firmicutes|c_Clostridia|o_Eubacteriales|f_Clostridiales Family XVI. Incertae Sedis|g_Carboxydocella	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Clostridia|o_Eubacteriales|f_Clostridiales Family XVI. Incertae Sedis|g_Carboxydocella	LEfSe	3	0.712004677	1.81E-13	1.81E-13	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Paucilactobacillus|s_Paucilactobacillus nenjiangensis	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Paucilactobacillus|s_Paucilactobacillus nenjiangensis	LEfSe	1	0.71194187	2.85E-06	2.85E-06	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Roseobacteraceae|g_Sagittula	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Roseobacteraceae|g_Sagittula	LEfSe	1	0.711342162	5.10E-07	5.10E-07	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Micrococcales|f_Microbacteriaceae|g_Frigoribacterium|s_Frigoribacterium sp. NBH87	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Micrococcales|f_Microbacteriaceae|g_Frigoribacterium|s_Frigoribacterium sp. NBH87	LEfSe	1	0.710887623	0.001933645	0.001933645	**
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Roseobacteraceae|g_Sagittula|s_Sagittula sp. P11	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Roseobacteraceae|g_Sagittula|s_Sagittula sp. P11	LEfSe	1	0.710875834	5.10E-07	5.10E-07	***
d_Bacteria|p_Spirochaetes|c_Spirochaetia|o_Spirochaetales|f_Spirochaetaceae|g_Salinispira	1 - 2 - 3 - 4	d_Bacteria|p_Spirochaetes|c_Spirochaetia|o_Spirochaetales|f_Spirochaetaceae|g_Salinispira	LEfSe	1	0.710581409	1.88E-12	1.88E-12	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Salinicoccus|s_Salinicoccus halodurans	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Salinicoccus|s_Salinicoccus halodurans	LEfSe	3	0.710133149	1.23E-12	1.23E-12	***
d_Fungi|p_Ascomycota|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Saccharomyces|s_Saccharomyces cerevisiae	1 - 2 - 3 - 4	d_Fungi|p_Ascomycota|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Saccharomyces|s_Saccharomyces cerevisiae	LEfSe	1	0.709296115	0.003970308	0.003970308	**
d_Bacteria|p_Firmicutes|c_Clostridia|o_Eubacteriales|f_Peptococcaceae|g_Desulfofarcimen|s_Desulfofarcimen acetoxidans	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Clostridia|o_Eubacteriales|f_Peptococcaceae|g_Desulfofarcimen|s_Desulfofarcimen acetoxidans	LEfSe	3	0.708658733	6.45E-11	6.45E-11	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Chromobacteriaceae|g_Chitinibacter	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Chromobacteriaceae|g_Chitinibacter	LEfSe	1	0.708654778	2.56E-06	2.56E-06	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. S3	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. S3	LEfSe	3	0.708079257	1.95E-09	1.95E-09	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. FJAT-18017	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. FJAT-18017	LEfSe	3	0.707996428	2.77E-10	2.77E-10	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Massilia|s_Massilia sp. YMA4	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Massilia|s_Massilia sp. YMA4	LEfSe	1	0.707933635	8.09E-06	8.09E-06	***
d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Faecalibacter	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Faecalibacter	LEfSe	1	0.707228908	3.84E-09	3.84E-09	***
d_Bacteria|p_Chloroflexi|c_Tepidiformia|o_Tepidiformales|f_Tepidiformaceae	1 - 2 - 3 - 4	d_Bacteria|p_Chloroflexi|c_Tepidiformia|o_Tepidiformales|f_Tepidiformaceae	LEfSe	1	0.706918104	3.75E-10	3.75E-10	***
d_Bacteria|p_Bacteroidetes|c_Sphingobacteriia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Olivibacter|s_Olivibacter sp. LS-1	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Sphingobacteriia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Olivibacter|s_Olivibacter sp. LS-1	LEfSe	1	0.706833255	5.84E-07	5.84E-07	***
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfobacterales|f_Desulfobacteraceae|g_Desulfobacula	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfobacterales|f_Desulfobacteraceae|g_Desulfobacula	LEfSe	1	0.706711685	1.30E-09	1.30E-09	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia vietnamiensis	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia vietnamiensis	LEfSe	1	0.706270777	0.000849952	0.000849952	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Caldalkalibacillus	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Caldalkalibacillus	LEfSe	1	0.706198432	2.15E-08	2.15E-08	***
d_Bacteria|p_Cyanobacteria|c_NA|o_Chroococcidiopsidales|f_Chroococcidiopsidaceae	1 - 2 - 3 - 4	d_Bacteria|p_Cyanobacteria|c_NA|o_Chroococcidiopsidales|f_Chroococcidiopsidaceae	LEfSe	1	0.705958855	1.95E-05	1.95E-05	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Phyllobacteriaceae|g_Mesorhizobium|s_Mesorhizobium sp. 8	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Phyllobacteriaceae|g_Mesorhizobium|s_Mesorhizobium sp. 8	LEfSe	1	0.705838226	6.42E-05	6.42E-05	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Erythrobacteraceae|g_Croceicoccus	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Erythrobacteraceae|g_Croceicoccus	LEfSe	1	0.705569534	1.94E-07	1.94E-07	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Undibacterium	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Undibacterium	LEfSe	1	0.705372783	2.22E-06	2.22E-06	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Mammaliicoccus|s_Mammaliicoccus lentus	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Mammaliicoccus|s_Mammaliicoccus lentus	LEfSe	1	0.705139418	7.01E-05	7.01E-05	***
d_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae	1 - 2 - 3 - 4	d_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae	LEfSe	3	0.703796411	3.51E-13	3.51E-13	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Micrococcales|f_Microbacteriaceae|g_Agromyces|s_Agromyces marinus	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Micrococcales|f_Microbacteriaceae|g_Agromyces|s_Agromyces marinus	LEfSe	1	0.703555755	4.23E-06	4.23E-06	***
d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium salivictor	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium salivictor	LEfSe	1	0.702700402	2.24E-07	2.24E-07	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus wangshanyuanii	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus wangshanyuanii	LEfSe	3	0.702555732	5.17E-10	5.17E-10	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Frankiales|f_Frankiaceae|g_Frankia|s_Candidatus Frankia datiscae	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Frankiales|f_Frankiaceae|g_Frankia|s_Candidatus Frankia datiscae	LEfSe	1	0.702487913	0.00010714	0.00010714	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. Y1	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. Y1	LEfSe	3	0.702083974	1.28E-17	1.28E-17	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Caldalkalibacillus|s_Caldalkalibacillus thermarum	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Caldalkalibacillus|s_Caldalkalibacillus thermarum	LEfSe	1	0.701984335	2.15E-08	2.15E-08	***
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Marinilabiliales|f_Prolixibacteraceae|g_Draconibacterium|s_Draconibacterium halophilum	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Marinilabiliales|f_Prolixibacteraceae|g_Draconibacterium|s_Draconibacterium halophilum	LEfSe	3	0.701925188	1.79E-15	1.79E-15	***
d_Bacteria|p_Firmicutes|c_Clostridia|o_Natranaerobiales|f_Natranaerofabaceae|g_Natranaerofaba|s_Natranaerofaba carboxydovora	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Clostridia|o_Natranaerobiales|f_Natranaerofabaceae|g_Natranaerofaba|s_Natranaerofaba carboxydovora	LEfSe	1	0.701902727	1.61E-09	1.61E-09	***
d_Archaea|p_Euryarchaeota|c_Methanomicrobia|o_Methanosarcinales|f_Methanosarcinaceae|g_Methanococcoides	1 - 2 - 3 - 4	d_Archaea|p_Euryarchaeota|c_Methanomicrobia|o_Methanosarcinales|f_Methanosarcinaceae|g_Methanococcoides	LEfSe	1	0.701837948	2.27E-11	2.27E-11	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. DCT19	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. DCT19	LEfSe	3	0.701763718	6.36E-11	6.36E-11	***
d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Flavobacteriaceae|g_Muricauda|s_Muricauda aquimarina	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Flavobacteriaceae|g_Muricauda|s_Muricauda aquimarina	LEfSe	1	0.701733953	2.35E-05	2.35E-05	***
d_Bacteria|p_Tenericutes|c_Mollicutes|o_Entomoplasmatales|f_Spiroplasmataceae|g_Spiroplasma|s_Spiroplasma taiwanense	1 - 2 - 3 - 4	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Entomoplasmatales|f_Spiroplasmataceae|g_Spiroplasma|s_Spiroplasma taiwanense	LEfSe	1	0.701552302	0.000685574	0.000685574	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus shivajii	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus shivajii	LEfSe	3	0.701521802	2.53E-11	2.53E-11	***
d_Bacteria|p_Verrucomicrobia|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Akkermansiaceae|g_Akkermansia|s_Akkermansia glycaniphila	1 - 2 - 3 - 4	d_Bacteria|p_Verrucomicrobia|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Akkermansiaceae|g_Akkermansia|s_Akkermansia glycaniphila	LEfSe	1	0.701326588	2.53E-11	2.53E-11	***
d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Podoviridae|g_NA|s_crAssphage cr128_1	1 - 2 - 3 - 4	d_Viruses|p_Uroviricota|c_Caudoviricetes|o_Caudovirales|f_Podoviridae|g_NA|s_crAssphage cr128_1	LEfSe	1	0.700370978	0.003076232	0.003076232	**
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Anoxybacillus|s_Anoxybacillus caldiproteolyticus	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Anoxybacillus|s_Anoxybacillus caldiproteolyticus	LEfSe	1	0.699254623	1.58E-09	1.58E-09	***
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Syntrophobacterales|f_Syntrophobacteraceae|g_Syntrophobacter	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Syntrophobacterales|f_Syntrophobacteraceae|g_Syntrophobacter	LEfSe	1	0.698926241	1.92E-09	1.92E-09	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Sulfuricellaceae|g_Sulfuriferula	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Sulfuricellaceae|g_Sulfuriferula	LEfSe	1	0.698596683	4.51E-08	4.51E-08	***
d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. SC2-2	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. SC2-2	LEfSe	1	0.698303892	5.61E-08	5.61E-08	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Parvibaculaceae|g_Pyruvatibacter	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Parvibaculaceae|g_Pyruvatibacter	LEfSe	1	0.698008298	0.000690277	0.000690277	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Pseudoalteromonadaceae|g_Flocculibacter	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Pseudoalteromonadaceae|g_Flocculibacter	LEfSe	1	0.697685837	0.026164728	0.026164728	*
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Aurantimonadaceae|g_Aureimonas	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Aurantimonadaceae|g_Aureimonas	LEfSe	1	0.697196124	0.001587075	0.001587075	**
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Actinomycetales|f_Actinomycetaceae|g_Actinotignum	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Actinomycetales|f_Actinomycetaceae|g_Actinotignum	LEfSe	1	0.696896765	1.45E-07	1.45E-07	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas macleodii	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas macleodii	LEfSe	3	0.696854265	9.07E-11	9.07E-11	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Kingella	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Kingella	LEfSe	1	0.696782358	4.83E-06	4.83E-06	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Devosiaceae|g_Devosia|s_Devosia beringensis	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Devosiaceae|g_Devosia|s_Devosia beringensis	LEfSe	1	0.696294285	0.000119589	0.000119589	***
d_Bacteria|p_Firmicutes|c_Clostridia|o_Eubacteriales|f_Eubacteriaceae|g_Acetobacterium|s_Acetobacterium woodii	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Clostridia|o_Eubacteriales|f_Eubacteriaceae|g_Acetobacterium|s_Acetobacterium woodii	LEfSe	3	0.696286805	1.64E-12	1.64E-12	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas sp. RKMC-009	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas sp. RKMC-009	LEfSe	1	0.696179213	3.74E-12	3.74E-12	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Pseudonocardiales|f_Pseudonocardiaceae|g_Amycolatopsis|s_Amycolatopsis sp. FDAARGOS 1241	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Pseudonocardiales|f_Pseudonocardiaceae|g_Amycolatopsis|s_Amycolatopsis sp. FDAARGOS 1241	LEfSe	1	0.695778607	1.74E-11	1.74E-11	***
d_Bacteria|p_Bacteroidetes|c_Chitinophagia|o_Chitinophagales|f_Chitinophagaceae|g_Chitinophaga|s_Chitinophaga caeni	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Chitinophagia|o_Chitinophagales|f_Chitinophagaceae|g_Chitinophaga|s_Chitinophaga caeni	LEfSe	1	0.695589087	2.46E-07	2.46E-07	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Parvibaculaceae	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Parvibaculaceae	LEfSe	1	0.695397583	2.32E-07	2.32E-07	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. JZ16	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. JZ16	LEfSe	3	0.695107452	1.33E-13	1.33E-13	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Roseobacteraceae|g_Roseibacterium	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Roseobacteraceae|g_Roseibacterium	LEfSe	1	0.694744873	1.58E-05	1.58E-05	***
